git pull; python main_train.py --dataset imdb --attn simple --coef_attnpair 0 --coef_reconst 0 --coef_classify 1 --coef_cluster 0 --coef_dualcluster 1 --embedding_model Basemodel --lr 1e-3 --epoch 1000 --pretrain_epoch 0
Graph(num_nodes={'actor': 5841, 'director': 2270, 'hyperedge': 4661, 'movie': 4661},
      num_edges={('movie', 'me', 'hyperedge'): 4661, ('hyperedge', 'em', 'movie'): 4661, ('actor', 'ae', 'hyperedge'): 13983, ('hyperedge', 'ea', 'actor'): 13983, ('director', 'de', 'hyperedge'): 4661, ('hyperedge', 'ed', 'director'): 4661},
      metagraph=[('actor', 'hyperedge'), ('hyperedge', 'movie'), ('hyperedge', 'actor'), ('hyperedge', 'director'), ('director', 'hyperedge'), ('movie', 'hyperedge')])

---------------- Input hyperparams -----------------
dataset  ---------------  imdb  -----  HELP: acm / imdb / mt
onehot  ---------------  False  -----  HELP: whether add one hot feature for those without features

---------------- Archi hyperparams -----------------
embedding_model  ---  Basemodel  -----  HELP: Basemodel / Flatten / MultiHot
layer  --------------------  1  -----  HELP: num of layers
embedding_size  ----------  16  -----  HELP: embedding_size
neighbor  -----------------  3  -----  HELP: neighbor sampling
attn  ----------------  simple  -----  HELP: variant: simple / multihead / selfattn / channel

---------------- Loss hyperparams -----------------
coef_cluster  -----------  0.0  -----  HELP: coef of cluster loss. 
coef_dualcluster  -------  1.0  -----  HELP: coef of dual cluster loss. 
coef_reconst  -----------  0.0  -----  HELP: 0: not use reconstruction loss; >0: use
coef_classify  ----------  1.0  -----  HELP: 0: not use classification loss; >0: use
coef_attnpair  ----------  0.0  -----  HELP: 0: not use attn pairwise hinge loss; >0: use
coef_grad  --------------  0.0  -----  HELP: 0: not use gradient guided attn loss; >0: use
coef_l2  ----------------  0.0  -----  HELP: l2_coef
negnum  -------------------  1  -----  HELP: negative sampling num for reconstruction loss
attnpair_norm  -----------  l2  -----  HELP: l1, l2

---------------- Opt hyperparams -----------------
epoch  -----------------  1000  -----  HELP: num of epochs
pretrain_epoch  -----------  0  -----  HELP: num of pretrain_epoch
dropout  ----------------  0.5  -----  HELP: dropout
lr  -------------------  0.001  -----  HELP: learning rate

embedding_model: Basemodel
classifier_model: Cluster
Dataset: imdb
Shape of E4N:  (4662, 1) (4662, 1) (4662, 3)
Shape of N4E:  (4662, 1) (2271, 3) (5842, 3)
Shape of features:  (4662, 1) (4662, 5) (2271, 72) (5842, 132)
Type of features:  ['e_features', 'm_features', 'd_features', 'a_features']
Num of features:  1257
Total parameters : 101395
Extra parameters : 81283


Epoch: 0 | 06-24 09:56:28 | Training: losses = cluster: 0.00000 dual_cluster: 0.06132 classification: 1.11311 | acc = 0.358966, nmi = 0.003987, ari = -0.005595  
Epoch: 1 | 06-24 09:56:28 | Training: losses = cluster: 0.00000 dual_cluster: 0.05844 classification: 1.11217 | acc = 0.356924, nmi = 0.003777, ari = -0.005841  
Epoch: 2 | 06-24 09:56:28 | Training: losses = cluster: 0.00000 dual_cluster: 0.05579 classification: 1.11123 | acc = 0.358285, nmi = 0.003743, ari = -0.005694  
Epoch: 3 | 06-24 09:56:28 | Training: losses = cluster: 0.00000 dual_cluster: 0.05335 classification: 1.11027 | acc = 0.352841, nmi = 0.003449, ari = -0.006087  
Epoch: 4 | 06-24 09:56:29 | Training: losses = cluster: 0.00000 dual_cluster: 0.05112 classification: 1.10931 | acc = 0.353522, nmi = 0.003148, ari = -0.006092  
Epoch: 5 | 06-24 09:56:29 | Training: losses = cluster: 0.00000 dual_cluster: 0.04908 classification: 1.10833 | acc = 0.356584, nmi = 0.002747, ari = -0.005712  
Epoch: 6 | 06-24 09:56:29 | Training: losses = cluster: 0.00000 dual_cluster: 0.04724 classification: 1.10734 | acc = 0.358966, nmi = 0.002889, ari = -0.005626  
Epoch: 7 | 06-24 09:56:29 | Training: losses = cluster: 0.00000 dual_cluster: 0.04558 classification: 1.10633 | acc = 0.359306, nmi = 0.003011, ari = -0.006083  
Epoch: 8 | 06-24 09:56:29 | Training: losses = cluster: 0.00000 dual_cluster: 0.04408 classification: 1.10530 | acc = 0.358285, nmi = 0.003110, ari = -0.006127  
Epoch: 9 | 06-24 09:56:29 | Training: losses = cluster: 0.00000 dual_cluster: 0.04274 classification: 1.10425 | acc = 0.358966, nmi = 0.003109, ari = -0.006222  
Epoch: 10 | 06-24 09:56:29 | Training: losses = cluster: 0.00000 dual_cluster: 0.04154 classification: 1.10318 | acc = 0.362708, nmi = 0.003051, ari = -0.005949  
Epoch: 11 | 06-24 09:56:30 | Training: losses = cluster: 0.00000 dual_cluster: 0.04047 classification: 1.10210 | acc = 0.363389, nmi = 0.002915, ari = -0.005830  
Epoch: 12 | 06-24 09:56:30 | Training: losses = cluster: 0.00000 dual_cluster: 0.03951 classification: 1.10100 | acc = 0.366111, nmi = 0.002917, ari = -0.005253  
Epoch: 13 | 06-24 09:56:30 | Training: losses = cluster: 0.00000 dual_cluster: 0.03865 classification: 1.09989 | acc = 0.368493, nmi = 0.002908, ari = -0.004717  
Epoch: 14 | 06-24 09:56:30 | Training: losses = cluster: 0.00000 dual_cluster: 0.03788 classification: 1.09876 | acc = 0.368152, nmi = 0.002676, ari = -0.004495  
Epoch: 15 | 06-24 09:56:30 | Training: losses = cluster: 0.00000 dual_cluster: 0.03718 classification: 1.09762 | acc = 0.368833, nmi = 0.002696, ari = -0.004119  
